msd_id,msd_artist,msd_title,mxm_id,mxm_artist,mxm_title
TRVWPQX128F9334FF5,'t Hof Van Commerce,Zeg Et Voart,3761173,'t Hof van Commerce,Zeg et voart
TROMGPL128F9334FE3,'t Hof Van Commerce,Wik Ist?,3761170,'t Hof van Commerce,Wik ist?
TRQARLO128F14AB0FE,'t Hof Van Commerce,Skit Omoage (En Kopt Drip),3587817,'t Hof van Commerce,Skit omoage (en kopt drip)
TRBLTDX128F9334FD0,'t Hof Van Commerce,Dikkenekke,3761167,'t Hof van Commerce,Dikkenekke
TRCEXYX128F9334FCB,'t Hof Van Commerce,Allo Concurrentie,3761166,'t Hof van Commerce,Allo concurrentie
TRGRSXU128F9335160,'t Hof Van Commerce,Dommestik en Levrancier (radio version),1151896,'t Hof van Commerce,Dommestik en levrancier (radio Versie)
TRFUSHF128F933512D,'t Hof Van Commerce,Interludium,1151886,'t Hof van Commerce,Interludium
TRMYPXN128F9334FD8,'t Hof Van Commerce,Buyse Zegt,3761168,'t Hof van Commerce,Buyse zegt
TRFOTZN128F9335126,'t Hof Van Commerce,Genoeg Gelachn Vintje,1151885,'t Hof van Commerce,Genoeg gelachn vintje
TRGYXMT128F9334FC1,'t Hof Van Commerce,4t4 Zegt,3761164,'t Hof van Commerce,4T4 zegt
TRPGYFI128F9334FFD,'t Hof Van Commerce,Lat Mie Zin En Grust,3761174,'t Hof van Commerce,Lat mie zin en grust
TRCKTZL128F9334FC4,'t Hof Van Commerce,Punk of Yo!,2383602,'t Hof van Commerce,Punk of yo
TRXNOKC128F9334FBC,'t Hof Van Commerce,'T Beste Moe Nog Komn,3761163,'t Hof van Commerce,'t Beste moe nog komn
TRNKXJE128F9335146,'t Hof Van Commerce,Izzegem II,1151892,'t Hof van Commerce,Izzegem II
TROPZSL128F9335007,'t Hof Van Commerce,Casino Royale,3761175,'t Hof van Commerce,Casino Royale
TRSZJAI128F9334FDB,'t Hof Van Commerce,Tusn Eemle En Elle,3761169,'t Hof van Commerce,Tusn Eemle en Elle
TRMJPXZ128F9334FF1,'t Hof Van Commerce,Leverancier Zegt,3761172,'t Hof van Commerce,Leverancier zegt
TREYTQT128F930E85A,(Hed) Planet Earth,Tired Of Sleep (T.O.S.),785066,(həd) p.e.,Tired of Sleep (T.O.S.)
TRNXZEF128F14565B8,(Love) Tattoo,Drop Some Drums (Original Version),4182590,(Love) Tattoo,Drop Some Drums (original version)
TRFTLWC128F14565B9,(Love) Tattoo,Drop Some Drums (Superchumbo's Volta Mix),4191741,(Love) Tattoo,Drop Some Drums (Superchumbo's Volta mix)
TRQQVZY128F14565B7,(Love) Tattoo,Drop Some Drums (Linus Remix),4191743,(Love) Tattoo,Drop Some Drums (Linus remix)
TRYVMWF128F14565B6,(Love) Tattoo,Drop Some Drums (Ivan And Phil's Dark Alley Remix) (Edit),4191748,(Love) Tattoo,Drop Some Drums (Ivan & Phil's Dark Alley remix)
TRMFRFY128F9310D1D,(We Are) Performance,The Ending,6660405,(We Are) Performance,The Ending
TRZSXTV128F9310D17,(We Are) Performance,Lost Youth,6660400,(We Are) Performance,Lost Youth
TRSCLHM128F9310D1A,(We Are) Performance,Sex Etc.,6660403,(We Are) Performance,Sex Etc.
TRIVOSW128F9310D1C,(We Are) Performance,Dotted Line,6660404,(We Are) Performance,Dotted Line
TRJDPZE128F9310D19,(We Are) Performance,Rome,6660402,(We Are) Performance,Rome
TREXFPE128F9310D15,(We Are) Performance,Freeze,6660398,(We Are) Performance,Freeze
TRKPRUM128F9310D18,(We Are) Performance,Live a Little,6660401,(We Are) Performance,Live a Little
TRJVCWG128F9310D16,(We Are) Performance,Market Street (Everything Is Changing),6660399,(We Are) Performance,Market Street (Everything Is Changing)
TRRLBTF128F9310D14,(We Are) Performance,(In Your Own Words) Chernobyl,6660397,(We Are) Performance,(In Your Own Words) Chernobyl
TRRQWQU128F9310D11,(We Are) Performance,Vandals,6660394,(We Are) Performance,Vandals
TRBHFQE128F932CD48,(hed) p.e.,A Soldiers Intro,8098631,(həd) p.e.,A Soldiers Intro
TRWOLGZ128F932CD47,(hed) p.e.,Higher Ground (feat. Kottonmouth Kings),8098630,(həd) p.e.,Higher Ground (feat. Kottonmouth Kings)
TRYNZEI128F932CD4F,(hed) p.e.,This Love,8136008,(həd) p.e.,This Love
TRTXNLC128F932CD33,(hed) p.e.,New World Intro,8098616,(həd) p.e.,New World Intro
TRRXYKK128F932CD45,(hed) p.e.,Planet X,8098629,(həd) p.e.,Planet X
TRUIFGX128F932CD4D,(hed) p.e.,Self Aware,8136006,(həd) p.e.,Self Aware
TRCQNXG128F932CD41,(hed) p.e.,Middle Class Blues,8098626,(həd) p.e.,Middle Class Blues
TRJYQOJ128F932CD3A,(hed) p.e.,Family,8135994,(həd) p.e.,Family
TRVQNJH128F932CD40,(hed) p.e.,Mortgage Crisis Intro,8135998,(həd) p.e.,Mortgage Crisis Intro
TRUHREJ128F932CD4E,(hed) p.e.,Lost History Intro,8098634,(həd) p.e.,Lost History Intro
TRFJFGO128F932CD38,(hed) p.e.,Stay Ready (feat. Dirtball),8098620,(həd) p.e.,Stay Ready (feat. Dirtball)
TRSWTZW128F932CD42,(hed) p.e.,Flesh and Blood,8136000,(həd) p.e.,Flesh and Blood
TRFCZOA128F932CD44,(hed) p.e.,Nibiru Intro,8098628,(həd) p.e.,Nibiru Intro
TRMTZBR128F42960D2,*NSYNC featuring Nelly,Girlfriend,13444196,*NSync,Girlfriend (The Neptunes Remix featuring Nelly)
TRZDNMN128F428B8AC,*Shels,The Ghost Writer,6734176,*shels,The Ghost Writer
TRPLTUN128F428B8B1,*Shels,City Of The Swan,6734177,*shels,City of the Swan
TRWSYIM128F421DC8C,*Shels,In Dead Palm Fields,6256919,*shels,In Dead Palm Fields
TRFRLIM128F421DC85,*Shels,The Killing Tent,6256916,*shels,The Killing Tent
TRPFZNY128F428B8BA,*Shels,Fireflystarrs (Lauretian's),6734179,*shels,Fireflystarrs
TRJXYGL128F42954BA,*Shels,Wingsfortheirsmiles 1,6734180,*shels,Wingsfortheirsmiles
TRIUQFC128F421DC8A,*Shels,Return To Gulu,6256918,*shels,Return to Gulu
TRSJEGR128F421DC7C,*Shels,Water,6734175,*shels,Water
TRGZJYP128F421DC7F,*Shels,Sea of the Dying Dhow,6256914,*shels,Sea of the Dying Dhow
TRUYIGH128F428B8BE,*Shels,Wingsfortheirsmiles (Laurentian's),6734180,*shels,Wingsfortheirsmiles
TRZLSPD128F42954BE,*Shels,M,6734181,*shels,m
TRYPOYX128F428B8B6,*Shels,Lights In The Laurentian,6734178,*shels,Lights in the Laurentian
TRDJPHW128F932100F,-123 minut,Get Closer,5882741,-123 min.,Get closer
TRURGBG128F932101C,-123 minut,Cold,5882749,-123 min.,Cold
TRJFCKD128F932101A,-123 minut,Call My Name,5882748,-123 min.,Call my name
TRVWEDW128F932101D,-123 minut,More Than A Friend,5882750,-123 min.,More than a friend
TRYHWXX128F9321016,-123 minut,Doomed By Dread,5882745,-123 min.,Doomed by dread
TRUFRDL128F9321019,-123 minut,Super-Suckers Unite,5882747,-123 min.,Super-suckers unite
TRQJXHV128F932101F,-123 minut,Stop Confusing Me,5882751,-123 min.,Stop confusing me
TRSMKIE128F9321015,-123 minut,A Simple Man,5882744,-123 min.,A simple man
TRHSWML128F9321017,-123 minut,Mom,5882746,-123 min.,Mom
TRUJWAN128F9321020,-123 minut,I lie,5882752,-123 min.,I lie
TRNTMMW128F9321013,-123 minut,Heading For The Sea,5882743,-123 min.,Heading for the sea
TRDJQBK128F422FAE0,-123min.,I See You Shine,879060,-123 min.,I See You Shine
TRVHTWW128F422FAE2,-123min.,You Chose This Way,879062,-123 min.,You Chose This Way
TRGRJNO128F427CA0D,-123min.,Teen Love Wreck Doll,2010703,-123 min.,Teen Love Wreck Doll
TRXLYOS128F42ACDB9,-123min.,To Move On,731953,-123 min.,To Move On
TRFXBPI128F42453CA,-123min.,Won't Get Higher,2010702,-123 min.,Won't Get Higher
TRCDXIE12903CBE8DC,-123min.,Subterranean Wonderground,9395987,-123 min.,Subterranean Wonderground
TRVOLCD12903CBE8DE,-123min.,Sea Or Sure,9395988,-123 min.,Sea Or Sure
TRVBWRW128F42ACDB8,-123min.,C'mon Back,731952,-123 min.,"C'mon, Back!"
TRMLACY128F427CA13,-123min.,Unfair Chess,2010708,-123 min.,Unfair Chess
TRWPCYX128F42AC48A,-123min.,Tutti-Frutti in Realtime,731947,-123 min.,Tutti-frutti in Realtime
TRYHUDU128F422FAEC,-123min.,Soul Surgery,4239653,Audren,Soul Surgery
TRMZORE128F42ACDBC,-123min.,I'm Gonna Leave You Right Now,731956,-123 min.,I'm Gonna Leave You Right Now
TRGPLGK128F422FAE5,-123min.,Mojo Bride,879065,-123 min.,Mojo Bride
TRVBAVM128F427CA0A,-123min.,Seven Ways to Heaven,2010701,-123 min.,Seven Ways to Heaven
TRTUDYO128F42ACDBB,-123min.,I Haven't Got a Lady,731955,-123 min.,I Haven't Got a Lady
TRCLTKV128F42453C9,-123min.,So Tre Ma Po,3160956,-123 min.,So Tre Ma Po
TRPMYUE128F42453CB,-123min.,Unfair Chess,2010708,-123 min.,Unfair Chess
TRXNSGJ128F42ACDB5,-123min.,No More Day,731949,-123 min.,No More Day
TRVENRZ128F427CA0C,-123min.,Won''t Get Higher,2010702,-123 min.,Won't Get Higher
TRMNJQM128F427CA08,-123min.,Lethal Lullaby,2010699,-123 min.,Lethal Lullaby
TRTYGPS128F422FAE3,-123min.,Chocolate Jam,879063,-123 min.,Chocolate Jam
TRRQFLE128F427CA17,-123min.,While the World Spins,2010711,-123 min.,While the World Spins Around
TRHUFZR12903CBE8EF,-123min.,Power Plant,6513593,Andrew Jackson Jihad,Power Plant
TRZPUWQ128F42453D1,-123min.,Dada Blues,3160964,-123 min.,Dada Blues
TRMAILW128F42453CF,-123min.,Lethal Lullaby,2010699,-123 min.,Lethal Lullaby
TRNEMJG128F422FAE4,-123min.,Fool Of Moral Sense,879064,-123 min.,Fool of Moral Sense
TRQZEOA128F427CA15,-123min.,Seeing My Face,2010710,-123 min.,Seeing My Face
TRZKRMY12903CBE8DF,-123min.,Self-implosion,9395989,-123 min.,Self-Implosion
TRMKGHW128F422FAE8,-123min.,Runnin' On,879068,-123 min.,Runnin' On
TRCFBRX128F42ACDB6,-123min.,She Won't Care,731950,-123 min.,She Won't Care
TRRPHSO12903CBE8E3,-123min.,You Can't Hide Love,3431918,D'Angelo,You Can't Hide Love
TRPLSOD12903CAE5C6,-M-,Tanagra,8839883,-M-,Tanagra
TRJUVED12903CAE5C8,-M-,Ça Sonne Faux,13086180,-M-,Ça sonne faux
TRGOKAN12903CAE5C4,-M-,Est-Ce Que C'est Ça,8839881,-M-,Est-ce que c'est ça ?
TRPKLMZ12903CAE5C5,-M-,Les Roi Des Ombres,13086177,-M-,Le Roi des ombres
TRWKTZF12903CAE5C2,-M-,Mister Mystère,8839879,-M-,Mister mystère
TRRIINZ12903CAE5D0,-M-,Brigand,8933462,-M-,Brigand
TRXNFBS12903CAE5CF,-M-,Lettre ÀTanagra,13086170,-M-,Lettre à Tanagra
TRGZEXQ128F4250B2F,...And Oceans,Injected With Silence,2615455,...and Oceans,Injected With Silence
TRZRWJN128F4250B48,...And Oceans,Chess,2615462,...and Oceans,Chess
TRTEHXQ128F4250B40,...And Oceans,Äcid Sex And Marble Teeth (You-phoria),2441509,...and Oceans,Äcid Sex and Marble Teeth (You-Phoria)
TRZQTYC128F4250B43,...And Oceans,Spasms,2615461,...and Oceans,Spasms
TRTRPJZ128F4250B34,...And Oceans,Cacophonous Ballet,2615456,...and Oceans,Cacophonous Ballet
TROZXZU128F4250B42,...And Oceans,Molecules,8876696,...and Oceans,Molecules
TRHKRYA128F935F641,...And Oceans,The Black Vagabond & The Swans Of Two Heads,7702628,...and Oceans,The Black Vagabond & The Swans of Two Heads
TRVRZTS128F4250B39,...And Oceans,Playground,8876694,...and Oceans,Playground
TRSFYNC128F4250B46,...And Oceans,Stained,8876690,...and Oceans,Stained
TRGMJQJ128F4250B3A,...And Oceans,Sålipsism,3427605,...and Oceans,Sålipsism / Aquarium of Children (live)
TRGHTBZ128F4250B3E,...And Oceans,Mental Traffic,2615459,...and Oceans,Mental Traffic
TRUUJMO128EF34617D,...And You Will Know Us By The Trail Of Dead,Ounce Of Prevention,1086507,...And You Will Know Us by the Trail of Dead,Ounce of Prevention
TRURCWX128E0792798,...And You Will Know Us By The Trail Of Dead,After The Laughter,5175530,...And You Will Know Us by the Trail of Dead,After the Laughter
TREWCVZ12903CF0DA4,...But Alive,Korrect,3999986,...But Alive,Korrect
TRVAKGY128F423F3AF,00Genesis,Dream Catcher,10219074,00Genesis,Dream Catcher
TRRWXGV128F92F6EA6,089 Clique,Outro,4072599,Rivaside Clique,Outro
TRGPXPF128F92F6E80,089 Clique,Intro,6389107,Sick Clique,Intro
TREOJTC128F42A8A57,091,Un Día De Lluvia,7378933,091,Un día de lluvia
TRUNGXG128F1492C32,1 Giant Leap feat. Baaba Maal,Dunya Salam,2541988,1 Giant Leap,Dunya Salam (feat. Baaba Maal)
TRKFSNB128F1492C38,1 Giant Leap feat. Baaba Maal,Bushes,911102,1 Giant Leap,Bushes (feat. Baaba Maal)
TRWYZWL128F1492C39,1 Giant Leap feat. Michael Franti,Passion,911103,1 Giant Leap,Passion (feat. Michael Franti)
TRIHIUT128F426AA23,1 Mile North,Life Indoors,1547107,1 Mile North,Life Indoors
TRQAMQM128F426AA29,1 Mile North,The Manual,1547112,1 Mile North,The Manual
TRMEOMP128F426AA26,1 Mile North,Black Lines,1547110,1 Mile North,Black Lines
TRWFBCX128F426AA24,1 Mile North,Return To From Where We Came,1547108,1 Mile North,Return to from Where We Came
TROHXRM128F426AA28,1 Mile North,August 8:15,1547111,1 Mile North,August 8:15
TRNFUQD128F426AA25,1 Mile North,The Sick,1547109,1 Mile North,The Sick
TRCXFYM128F426AA21,1 Mile North,In 1983 He Loved To Fly,1547106,1 Mile North,In 1983 He Loved to Fly
TREVSIG128F93529D2,1-Speed Bike,Fair Warning,2884028,1-Speed Bike,Fair Warning
TROODWD128F14AFD5A,1. Futurologischer Congress,Heimatlied,9324498,1. Futurologischer Congress,Realität Nr. 1
TRMOKKV128F14AFD5E,1. Futurologischer Congress,Nur mit Dir,9324489,1. Futurologischer Congress,Nur mit Dir
TRBQYFT128F14AFD5D,1. Futurologischer Congress,Rote Autos,9324488,1. Futurologischer Congress,Rote Autos
TRSIGNA128F149B5C1,1. Futurologischer Congress,Hot Love,7284027,1. Futurologischer Congress,Hot Love
TRBCMFZ128F14AFD69,1. Futurologischer Congress,Machinenfunk,9324498,1. Futurologischer Congress,Realität Nr. 1
TRNVJXQ128F14AFD63,1. Futurologischer Congress,Atem,9324493,1. Futurologischer Congress,Atem
TRHQXLX128F14AFD7E,1. Futurologischer Congress,Dezember (... Sex),9324498,1. Futurologischer Congress,Realität Nr. 1
TREFMRE128F14AFD88,1. Futurologischer Congress,Adieu,9324498,1. Futurologischer Congress,Realität Nr. 1
TRJOIBX128F14AFD83,1. Futurologischer Congress,Bungalow,9324498,1. Futurologischer Congress,Realität Nr. 1
TRYOGOV128F14AFD77,1. Futurologischer Congress,Delphin,9324498,1. Futurologischer Congress,Realität Nr. 1
TRVDHJY128F14AFD6A,1. Futurologischer Congress,Realität Nr. 1,9324498,1. Futurologischer Congress,Realität Nr. 1
TRZLLKJ128F14AFD57,1. Futurologischer Congress,Rena (Hass-Version '81),9324495,1. Futurologischer Congress,Rena (Hass)
TRNDMBC128F14AFD67,1. Futurologischer Congress,Kalte Seele,9324496,1. Futurologischer Congress,Kalte Seele
TRTPHCC128F14AFD65,1. Futurologischer Congress,Neuer Morgen,9324494,1. Futurologischer Congress,Neuer Morgen
TRMYVSL128F14AFD75,1. Futurologischer Congress,Oasen,9324498,1. Futurologischer Congress,Realität Nr. 1
TRKAEEF128F14AFD81,1. Futurologischer Congress,Klondike (mit Hans Werner Olm),9324498,1. Futurologischer Congress,Realität Nr. 1
TROPQOX128F14AFD66,1. Futurologischer Congress,Rena (Hass),9324495,1. Futurologischer Congress,Rena (Hass)
TRSRBFD128F14AFD6E,1. Futurologischer Congress,Körperwärme,9324498,1. Futurologischer Congress,Realität Nr. 1
TRMKKIB128F14AFD54,1. Futurologischer Congress,Schatten,9324498,1. Futurologischer Congress,Realität Nr. 1
TRRPBVU128F14AFD6D,1. Futurologischer Congress,Lava,9324498,1. Futurologischer Congress,Realität Nr. 1
TRAPLGS128F14AFD78,1. Futurologischer Congress,Tokyo,9324498,1. Futurologischer Congress,Realität Nr. 1
TRTLMOV128F14AFD62,1. Futurologischer Congress,Schützt die Verliebten,9324492,1. Futurologischer Congress,Schützt die Verliebten
TRSTNGD128F14AFD73,1. Futurologischer Congress,Königin (Feuer & Wind),9324498,1. Futurologischer Congress,Realität Nr. 1
TRFRFXV128F14AFD60,1. Futurologischer Congress,Platin & Gold,9324490,1. Futurologischer Congress,Platin und Gold
TRSUKEK128F92E88FD,1.000 Mexicans,The Last Pop Song,7557215,1000 Mexicans,The Last Pop Song
TRPISTB128F92E88F4,1.000 Mexicans,The Art Of Love,9278009,"10,000 Maniacs",The Art of Love
TRDGDXS128F92E88F9,1.000 Mexicans,Under Construction,10055338,1000 Mexicans,Under Construction
TRPEZAF128F92E88F8,1.000 Mexicans,Manipulating The Dummy,7557216,1000 Mexicans,Manipulating the Dummy
TRORXHO128F92E88F5,1.000 Mexicans,Diving For Pearls,7302291,1000 Mexicans,Diving for Pearls
TRKORXK128F92E88FA,1.000 Mexicans,News Of You,7551764,1000 Mexicans,News of You
TRUOEXE128F92ED0C9,10 CC vs. Dee Smoove,Dreadlock Holiday (Radio Dance Mix),5427233,10 cc vs. Dee Smoove,Dreadlock Holiday (radio mix)
TRQTRYQ128F1459EC1,10 Second Drop,The Tear (Album),5909372,10 Second Drop,The Tear
TRPKLBJ128F1459EBD,10 Second Drop,Push (Album),5909368,10 Second Drop,Push
TRJNTNB128F1459EC0,10 Second Drop,If I Believed (Album),5909371,10 Second Drop,If I Believed
TREZYMV128F1459EBF,10 Second Drop,Blame...It's All On Me (Album),5909370,10 Second Drop,Blame (It's All On Me)
TRNWSHC128F1459EBE,10 Second Drop,Learn (Album),5909369,10 Second Drop,Learn
TRRZEKG128F1459EBB,10 Second Drop,Fall Apart (Album),5909366,10 Second Drop,Fall Apart
TRQBQJQ128F1459EBA,10 Second Drop,Overdrive (Album),5909365,10 Second Drop,Overdrive
TRHUPXO128F1459EBC,10 Second Drop,Livin' For Me (Album),5909367,10 Second Drop,Livin' For Me
TRLMLDC128F4255F49,10 Years,11:00am (Daydreamer),7190750,10 Years,11:00am (Daydreamer)
TRIUFZA128F9313104,100 Flowers,Sensible Virgins,5453236,100 Flowers,Sensible Virgin
TRHPEVR128F93130F4,100 Flowers,Salmonella,7197465,100 Flowers,Salmonella
TRFJWPE128F423288F,100 Folk Celsius,Lasagna,3638044,100 Folk Celsius,A pocok és az elefánt
TRYRZGK128F423289B,100 Folk Celsius,Furcsa pár,3638048,100 Folk Celsius,A róka és a fóka
TRJFPUQ128F4232894,100 Folk Celsius,Macskásított induló,3638046,100 Folk Celsius,"Paff, a bűvös sárkány"
TRFNINN128F4232896,100 Folk Celsius,Cincogi,3638044,100 Folk Celsius,A pocok és az elefánt
TRYLSEE128F4251A4C,100 Pets,Mountain Cheer,5756753,100 Pets,Mountain Cheer
TRYJSAN128F4251A54,100 Pets,Far From Home,6698023,The 100 Lists,Far From Home
TROYTIC128F931C049,100 Proof Aged in Soul,Shes Not Just Another Woman,9068917,100 Proof (Aged in Soul),She's Not Just Another Woman
